Neighbourhood,Pets,Tenant_Parking,Building_features,Property_features,Listing_Type,Sq_Feet,Baths,Beds,Rent_Monthly,Fulldescription_len
Applewood,0,1,8,12,Apartment,935,2.0,2,1425,2002
Applewood,0,1,8,12,Apartment,936,2.0,2,1425,2002
Applewood,0,1,8,12,Apartment,936,2.0,2,1425,2002
Applewood,0,1,8,12,Apartment,914,2.0,2,1475,2002
Applewood,0,1,8,12,Apartment,935,2.0,2,1475,2002
Applewood,0,1,8,12,Apartment,936,2.0,2,1475,2002
Applewood,0,1,8,12,Apartment,936,2.0,2,1525,2002
Applewood,0,1,8,12,Apartment,1004,2.0,2,1525,2002
Applewood,0,1,8,12,Apartment,1221,2.0,3,1625,2002
Beltline,1,0,9,9,Apartment,525,1.0,1,1440,3501
Beltline,1,0,9,9,Apartment,574,1.0,1,1679,3501
Beltline,1,0,9,9,Apartment,530,1.0,1,2150,3501
Beltline,1,0,9,9,Apartment,700,1.0,2,1775,3501
Beltline,1,0,9,9,Apartment,779,2.0,2,1890,3501
Beltline,1,0,9,9,Apartment,870,2.0,2,2400,3501
Beltline,1,0,9,9,Apartment,724,1.0,2,2450,3501
Beltline,1,0,9,9,Apartment,440,1.0,2,1199,3501
Beltline,1,0,9,9,Apartment,440,1.0,2,1700,3501
Applewood,1,1,8,10,Apartment,564,1.0,1,1100,2125
Applewood,1,1,8,10,Apartment,567,1.0,1,1100,2125
Applewood,1,1,8,10,Apartment,589,1.0,1,1100,2125
Applewood,1,1,8,10,Apartment,564,1.0,1,1200,2125
Applewood,1,1,8,10,Apartment,587,1.0,1,1200,2125
Applewood,1,1,8,10,Apartment,608,1.0,1,1200,2125
Applewood,1,1,8,10,Apartment,636,1.0,1,1200,2125
Applewood,1,1,8,10,Apartment,589,1.0,1,1225,2125
Applewood,1,1,8,10,Apartment,608,1.0,1,1225,2125
Applewood,1,1,8,10,Apartment,608,1.0,1,1225,2125
Applewood,1,1,8,10,Apartment,564,1.0,1,1250,2125
Applewood,1,1,8,10,Apartment,608,1.0,1,1250,2125
Applewood,1,1,8,10,Apartment,608,1.0,1,1250,2125
Applewood,1,1,8,10,Apartment,685,1.0,1,1250,2125
Applewood,1,1,8,10,Apartment,748,1.0,1,1300,2125
Applewood,1,1,8,10,Apartment,774,1.0,1,1450,2125
Applewood,1,1,8,10,Apartment,774,1.0,2,1375,2125
Applewood,1,1,8,10,Apartment,829,2.0,2,1400,2125
Applewood,1,1,8,10,Apartment,909,2.0,2,1450,2125
Applewood,0,1,5,12,Apartment,581,1.0,1,1050,2006
Applewood,0,1,5,12,Apartment,608,1.0,1,1175,2006
Applewood,0,1,5,12,Apartment,608,1.0,1,1175,2006
Applewood,0,1,5,12,Apartment,608,1.0,1,1175,2006
Applewood,0,1,5,12,Apartment,608,1.0,1,1225,2006
Applewood,0,1,5,12,Apartment,687,1.0,1,1225,2006
Applewood,0,1,5,12,Apartment,727,1.0,1,1275,2006
Applewood,0,1,5,12,Apartment,727,1.0,1,1375,2006
Applewood,0,1,5,12,Apartment,727,1.0,1,1375,2006
Applewood,0,1,5,12,Apartment,748,1.0,1,1375,2006
Applewood,0,1,5,12,Apartment,710,1.0,1,1400,2006
Applewood,0,1,5,12,Apartment,836,2.0,2,1400,2006
Applewood,0,1,5,12,Apartment,909,2.0,2,1425,2006
Applewood,0,1,5,12,Apartment,909,2.0,2,1425,2006
Applewood,0,1,5,12,Apartment,836,2.0,2,1475,2006
Applewood,0,1,5,12,Apartment,581,1.0,1,1050,2006
West Springs,0,1,2,7,Apartment,635,2.0,2,1550,1210
West Springs,0,1,2,7,Apartment,827,2.0,2,1700,1210
West Springs,0,1,2,7,Apartment,1111,2.0,2,1900,1210
West Springs,0,1,2,7,Apartment,1269,2.0,2,2150,1210
West Springs,0,1,2,7,Apartment,813,1.5,1,1800,1210
West Springs,0,1,2,7,Apartment,833,2.0,2,1700,1210
West Springs,0,1,2,7,Apartment,1111,2.0,2,1900,1210
West Springs,0,1,2,7,Apartment,1266,2.0,2,2150,1210
West Springs,0,1,2,7,Apartment,1178,2.0,3,2100,1210
West Springs,0,1,2,7,Townhouse,2020,3.0,3,2800,1210
Red Carpet,1,1,3,6,Apartment,744,1.0,2,1195,1043
Red Carpet,1,1,3,6,Apartment,831,1.0,2,1330,1043
Red Carpet,1,1,3,6,Apartment,679,1.0,1,1185,1043
Red Carpet,1,1,3,6,Apartment,542,1.0,1,1070,1043
Red Carpet,1,1,3,6,Apartment,576,1.0,1,1080,1043
Red Carpet,1,1,3,6,Apartment,624,1.0,1,1111,1043
Red Carpet,1,1,3,6,Apartment,646,1.0,1,1122,1043
Red Carpet,1,1,3,6,Apartment,763,1.0,1,1140,1043
Red Carpet,1,1,3,6,Apartment,605,1.0,1,1185,1043
Red Carpet,1,1,3,6,Apartment,763,1.0,2,1215,1043
Red Carpet,1,1,3,6,Apartment,800,1.0,2,1330,1043
Rosscarrock,0,0,0,8,Main,900,1.0,2,1400,489
Sunnyside,0,0,2,5,Apartment,864,1.0,1,1000,928
-1,1,1,2,3,Apartment,527,1.0,1,2439,1423
-1,1,1,2,3,Apartment,527,1.0,1,3019,1423
-1,1,1,2,3,Apartment,657,1.0,2,2619,1423
-1,1,1,2,3,Apartment,657,1.0,2,2769,1423
-1,1,1,2,3,Apartment,657,1.0,2,1709,1423
-1,1,1,2,3,Apartment,657,1.0,2,3659,1423
Tuscany,0,0,0,22,Shared,864,1.0,1,625,668
East Village,0,0,6,11,Condo,465,1.0,1,1450,1586
Crescent Heights,1,1,6,14,Apartment,864,1.0,1,1150,2526
Crescent Heights,1,1,6,14,Apartment,864,2.0,1,1550,2526
Crescent Heights,1,1,6,14,Apartment,864,1.0,2,1550,2526
Crescent Heights,1,1,6,14,Apartment,2021,1.0,1,1225,2526
Crescent Heights,1,1,6,14,Apartment,864,1.0,1,1300,2526
Crescent Heights,1,1,6,14,Apartment,864,1.0,1,1400,2526
Crescent Heights,1,1,6,14,Apartment,864,2.0,2,1750,2526
Renfrew,0,0,0,15,Apartment,864,1.0,3,1450,612
Killarney,1,1,2,11,Condo,1030,2.0,2,1795,847
Crescent Heights,0,0,1,3,Apartment,864,1.0,2,800,609
Eau Claire,1,1,4,6,Condo,732,1.0,1,1200,1007
Beltline,0,1,12,10,Apartment,860,1.0,2,1300,581
Kingsland,0,0,0,13,Apartment,864,1.0,2,1100,685
Whitehorn,0,0,0,6,House,1240,1.5,3,1400,467
Lower Mount Royal,0,0,1,7,Apartment,864,1.0,1,925,764
Dalhousie,0,1,0,19,Main,1000,1.0,3,1650,446
Cornerstone,1,1,0,8,Duplex,1544,2.5,3,1625,852
Kingsland,0,0,10,20,Apartment,864,1.0,1,1050,1983
Kingsland,0,0,10,20,Townhouse,864,1.5,3,1150,1983
Kingsland,0,0,10,20,Apartment,864,1.0,2,1250,1983
Aspen Woods,0,0,0,9,Basement,1600,1.0,2,2000,646
Rosscarrock,0,0,0,4,Basement,850,1.0,2,900,582
New Brighton,0,0,2,12,Shared,1100,2.0,2,600,824
Varsity,0,0,0,6,Shared,864,1.0,1,500,350
Mission,0,1,2,18,Condo,800,1.0,1,1695,1456
Killarney,1,1,1,12,Condo,924,2.0,2,1895,539
Coral Springs,0,0,0,14,Main,1050,2.0,3,1150,980
Mission,0,0,2,4,Apartment,864,1.0,2,1275,414
Cornerstone,1,1,0,6,Basement,587,1.0,1,850,446
Downtown,0,1,9,12,Apartment,635,1.0,1,1290,1227
Inglewood,0,0,6,5,Apartment,522,1.0,1,972,2853
-1,1,0,3,26,Apartment,1300,1.5,3,1450,1376
East Village,1,0,6,11,Condo,540,1.0,2,1200,786
Bridgeland,1,0,1,7,Apartment,450,1.0,2,850,177
Eau Claire,0,1,22,10,Condo,530,1.0,1,1500,1576
East Village,1,0,6,8,Condo,474,1.0,2,1049,847
Beltline,0,1,4,11,Condo,620,1.0,1,1050,460
Hillhurst,0,1,6,20,Condo,1626,2.0,2,2500,1180
Parkhill-Stanley Park,1,1,4,22,Townhouse,2100,3.0,3,3350,1593
Woodlands,1,0,0,12,Main,660,1.0,2,990,1367
Taradale,0,0,0,3,Basement,864,1.0,2,950,70
Dover,1,0,0,8,Main,864,1.0,3,1075,880
Eau Claire,0,1,14,12,Condo,625,1.0,1,1400,707
Temple,0,0,0,9,Condo,864,2.0,3,1300,3
Garrison Green,1,1,10,17,Condo,889,2.0,2,1570,711
Downtown,0,1,21,13,Apartment,1313,1.5,1,1600,816
Rosscarrock,0,0,0,4,Basement,864,1.0,2,1100,661
Victoria Park,0,1,11,12,Condo,900,2.0,2,1800,1567
Eau Claire,0,1,7,7,Apartment,853,2.0,2,1550,985
Haysboro,0,1,3,15,Condo,864,1.0,1,1350,400
Brentwood,0,0,0,16,Shared,864,2.0,1,540,1983
Rocky Ridge,0,0,0,19,Basement,800,1.0,1,995,1995
Edgemont,0,0,10,18,Condo,940,2.0,2,1450,1002
Lower Mount Royal,0,0,0,3,Apartment,864,1.0,1,875,520
Spruce Cliff,0,1,16,18,Condo,1200,2.0,2,2200,1915
Victoria Park,0,1,13,12,Condo,864,1.0,1,1280,1598
Connaught,0,1,2,14,Apartment,864,1.0,2,1495,1299
Bankview,1,1,1,8,Apartment,864,1.0,1,925,1197
Kingsland,0,0,0,10,Shared,1900,1.0,1,575,258
Beltline,0,1,4,6,Apartment,650,1.0,1,1050,973
Vista Heights,0,0,0,12,Townhouse,900,1.0,2,975,718
Kincora,0,1,8,10,Condo,864,1.0,2,1300,2053
Eau Claire,0,1,14,10,Condo,800,1.0,2,1500,1394
Sunalta,0,1,1,13,Condo,864,1.0,1,1100,491
Sage Hill,1,1,13,12,Apartment,1092,2.0,2,1720,710
Rosscarrock,0,0,0,8,Main,864,1.0,2,1200,520
Victoria Park,1,1,13,11,Condo,1000,1.0,1,1900,644
Haysboro,0,1,4,9,Condo,1093,2.0,2,1800,635
Beltline,0,0,3,7,Apartment,525,1.0,1,995,382
Sage Hill,0,1,2,13,Condo,964,2.0,3,1495,822
Redstone,0,1,0,23,House,2740,2.5,3,2850,968
Beddington,1,0,0,17,Main,1020,1.5,3,1395,1069
Spruce Cliff,0,1,13,20,Townhouse,864,2.5,2,2300,737
Marlborough Park,0,0,0,7,Basement,800,1.0,2,925,491
Beltline,0,1,4,6,Apartment,800,1.5,2,1300,1013
Kingsland,1,1,8,13,Apartment,571,1.0,1,1221,4133
Kingsland,1,1,8,13,Apartment,660,1.0,1,1295,4133
Kingsland,1,1,8,13,Apartment,687,1.0,1,1300,4133
Kingsland,1,1,8,13,Apartment,779,1.0,2,1444,4133
Kingsland,1,1,8,13,Apartment,825,2.0,2,1466,4133
Beltline,0,1,4,12,Apartment,864,1.0,1,925,1041
Beltline,0,1,4,12,Apartment,864,1.5,2,1245,1041
Downtown,0,0,6,7,Condo,465,1.0,1,1350,1174
Lower Mount Royal,1,1,0,8,Apartment,864,1.0,1,1100,489
Lower Mount Royal,1,1,0,8,Apartment,864,1.0,1,1150,489
Lower Mount Royal,1,1,0,8,Apartment,864,1.0,2,1250,489
Pineridge,0,0,0,3,Main,1120,1.5,3,1250,142
South Calgary,0,0,0,9,Townhouse,1501,2.5,3,2500,1413
Beltline,0,1,2,17,Condo,864,1.0,1,1495,319
Kingsland,1,1,8,16,Apartment,553,1.0,1,1280,4360
Kingsland,1,1,8,16,Apartment,864,1.0,1,1330,4360
Kingsland,1,1,8,16,Apartment,864,1.0,1,1371,4360
Kingsland,1,1,8,16,Apartment,864,1.0,2,1466,4360
Kingsland,1,1,8,16,Apartment,864,2.0,2,1501,4360
Kingsland,1,1,8,16,Apartment,473,1.0,1,1295,4360
Kingsland,1,1,8,16,Apartment,864,1.0,1,1320,4360
Kingsland,1,1,8,16,Apartment,864,1.0,1,1412,4360
Kingsland,1,1,8,16,Apartment,864,2.0,2,1527,4360
Kingsland,1,1,8,16,Apartment,864,2.0,2,1745,4360
Kingsland,1,1,8,16,Apartment,864,2.0,2,1805,4360
Beltline,0,0,19,10,Condo,570,1.0,1,1500,2054
Downtown,0,1,8,14,Condo,1000,2.0,2,1600,952
Evanston,0,1,0,15,Main,864,2.5,3,2000,876
Brentwood,0,1,0,15,House,2000,1.5,5,1895,788
Sage Hill,0,1,0,12,Condo,878,2.0,2,1500,612
Forest Lawn,1,0,0,9,Main,1200,1.0,3,1300,632
Acadia,0,0,0,9,Basement,864,1.0,1,700,235
Killarney,0,0,0,13,Basement,900,1.0,2,1195,1123
Haysboro,0,0,0,8,Basement,744,1.0,1,950,774
Parkhill-Stanley Park,1,0,0,10,Apartment,864,1.0,2,950,445
Westgate,0,0,0,17,Shared,950,2.0,6,595,1316
Skyview,0,1,6,12,Condo,950,2.0,2,1350,680
Killarney,0,0,0,20,Main,1000,1.0,3,1695,1135
Eau Claire,0,0,14,12,Condo,864,1.0,1,950,550
West Hillhurst,0,1,4,9,Apartment,864,1.0,1,1750,442
Lake Bonavista,0,1,11,14,Apartment,584,1.0,1,1250,1183
Albert Park,1,1,2,9,Condo,724,1.0,2,1250,990
Sherwood,0,1,0,19,House,2250,2.5,3,2150,338
Haysboro,0,1,9,17,Condo,1035,2.0,2,1600,1146
Varsity,0,1,3,10,Condo,828,1.0,1,1150,824
Bankview,0,0,1,15,Condo,550,1.0,1,1300,968
Skyview,0,1,6,16,Condo,821,2.0,2,1350,1874
Varsity,0,0,1,3,Shared,1200,1.0,2,480,357
Taradale,0,0,0,14,Shared,1140,2.0,3,500,285
Dover Glen,0,1,0,14,Main,1000,1.0,3,1250,687
Eau Claire,0,1,8,15,Condo,864,1.0,1,1500,1510
Inglewood,0,1,2,13,Condo,1055,2.0,2,1600,1618
Braeside,0,1,0,12,House,864,2.0,4,1750,1147
Downtown,0,1,11,20,Apartment,864,1.0,1,1695,463
Bankview,0,0,0,13,Basement,800,1.0,1,699,538
Cliff Bungalow,0,0,0,7,Main,750,1.0,1,1695,603
Patterson,0,1,0,16,Townhouse,1450,1.5,3,1500,943
Beltline,1,1,22,9,Condo,646,1.0,1,1450,425
Beltline,1,1,22,9,Apartment,646,1.0,1,1450,425
Eau Claire,0,1,8,20,Condo,1200,2.0,2,2100,155
Redstone,1,0,1,12,Shared,1100,2.5,2,750,3
Banff Trail,0,0,0,5,Shared,864,1.0,1,600,298
Bankview,0,1,0,17,Main,1000,1.0,3,1375,736
Brentwood,0,1,8,7,Condo,676,1.0,2,1350,501
Banff Trail,0,0,0,3,Main,864,1.0,2,1295,597
East Village,1,0,6,14,Apartment,864,1.0,2,1325,2276
Kingsland,0,0,1,9,Apartment,900,1.0,2,995,392
Royal Oak,0,0,0,14,Basement,850,1.0,1,850,805
Carrington,0,0,0,8,Basement,864,1.0,2,1150,748
Mission,0,1,2,9,Condo,1020,2.0,2,1600,746
Downtown,0,1,2,17,Loft,950,1.0,1,1625,605
Downtown,1,1,4,12,Condo,1000,2.0,2,1695,1472
Redstone,0,1,0,12,Duplex,1850,3.5,4,1750,1124
Mount Royal,0,0,2,5,Apartment,864,1.0,1,845,548
Mount Royal,0,0,2,5,Apartment,864,1.0,1,895,548
Mount Royal,0,0,2,5,Apartment,864,1.0,1,895,548
Mount Royal,0,0,2,5,Apartment,864,1.0,1,895,548
Mission,0,1,4,12,Condo,1000,2.0,2,1700,940
Victoria Park,0,1,5,9,Condo,539,1.0,1,1400,1284
Mission,1,0,1,7,Condo,600,1.0,1,1300,1098
Bridgeland,0,1,2,13,Condo,864,1.5,2,1650,658
Downtown,0,1,7,15,Apartment,1113,2.0,2,1700,592
Lower Mount Royal,1,1,0,4,Apartment,500,1.0,1,1095,773
Nolan Hill,1,1,8,10,Apartment,611,1.0,1,1190,642
Nolan Hill,1,1,8,10,Apartment,890,2.0,2,1485,642
Nolan Hill,1,1,8,10,Apartment,1024,2.0,3,1600,642
Saddle Ridge,0,0,0,10,Townhouse,1250,2.5,2,1250,22
Huntington Hills,1,0,1,4,Condo,1050,1.0,3,1200,325
Tuscany,0,0,0,20,Basement,900,1.0,1,900,762
Bankview,1,0,1,4,Apartment,789,1.0,2,1325,415
Bankview,1,0,1,4,Apartment,789,1.0,2,1350,415
Bankview,1,0,1,4,Apartment,864,1.0,1,1150,415
Bankview,1,0,1,4,Apartment,864,1.0,2,750,415
Downtown,0,1,5,7,Condo,700,1.0,1,1800,780
Downtown,0,1,6,14,Condo,1180,2.0,2,2400,1448
Bankview,1,0,0,5,Apartment,864,1.0,1,975,425
East Village,0,1,22,10,Condo,864,2.0,2,2400,1071
Beltline,0,1,2,11,Condo,670,1.0,2,1400,1176
Evanston,1,1,0,14,Townhouse,1400,2.5,3,1800,525
Rosscarrock,0,1,0,8,Main,1143,1.0,3,1375,552
Eau Claire,0,1,6,9,Condo,864,1.0,1,1695,456
Varsity,0,0,0,18,Townhouse,1047,1.0,2,1200,747
South Calgary,1,0,0,8,Apartment,550,1.0,1,875,847
Applewood,0,0,0,3,Shared,864,1.0,1,500,257
Huntington Hills,1,1,0,10,Main,864,1.5,3,1300,503
Sage Hill,0,1,0,12,Condo,864,2.0,2,1400,501
Beltline,0,1,16,21,Condo,854,2.0,2,2050,4095
Bridgeland,0,0,1,10,Apartment,864,1.0,2,1100,570
Kingsland,0,1,2,15,Condo,750,1.0,1,1300,1930
Haysboro,0,1,9,9,Condo,964,2.0,2,1575,1543
